UF,municipality,code,enumeration_area,N,P_1A2,P_6A30,P_ADEQ,P_ALUG100,P_ALVSREV,P_ATE5,P_BANH4OUMAIS,P_BOLSA_FAM,P_CARRO,P_CASADIA,P_CELCOMPINT,P_CELULAR,P_COMP_INT,P_DOUTOR,P_ENERGIA,P_ENSMED,P_ENSSUP,P_FUND,P_GELADEIRA,P_GRAD,P_IDOSO10SM,P_LIXO,P_MAISDE2,P_MAQLAV,P_MAQTVGEL,P_MEST,P_MOTO,P_NEM_MOTO_CARRO,P_OUTROMUNC,P_OUTROSPROG,P_POBREZA,P_PPI_POBREZA,P_REDE_AGUA,P_REDE_ESG,P_SEM_INST,P_SO_CARRO,P_SO_MOTO,P_TUDOADEQ,P_TV,M_DENSMORA,M_RENDDOM,ICE_branco_renda,ICE_edu,ICE_renda,ICE_renda_ppi,ICE_renda_preto
41,06902,4106902,4106902005040,36065.00003576279,7.250897487392649,47.6190012821462,80.85255673795473,4.988925671204925,3.449070057831705,5.28503674431704,.358847517054528,1.106259148218669,66.8026215134887,94.9024021247169,89.89879334112629,90.81551013223361,91.95545427501202,.7112703053280711,99.83258897846099,30.15990511776181,13.32322345697321,14.61957625288051,99.03097961505409,95.17092949245125,.5046538863098249,95.39580708660651,.4832155565964058,85.11438313580584,84.70077012607362,87.22540047165239,10.53394105983898,31.10234423074871,8.124759074416943,2.102269313763827,6.970112562703434,1.291163268615492,98.94537188520189,95.85135553788859,41.36012361559551,58.3637149858987,2.095034532248974,74.17525190103333,99.37052208406385,.5122141859174008,4559.485571011901,.010378634,-.28036901,-.0048675104,.13263902,.16876066
41,06902,4106902,4106902005041,52780.00002288818,21.60435644327663,33.39849865878932,71.54264628770761,0,7.393073418643326,4.090959584573284,0,4.848436164320447,50.32179913250729,97.47036006883718,61.25585427507758,89.06266496633179,63.43949043657631,0,95.64690768020228,16.55444014759269,1.555059154634364,19.35756196908187,97.33018497936428,97.04812448471785,0,91.70815149554983,2.282419631956145,68.72396746184677,66.39525842037983,98.4908442304004,13.28251111553982,44.44871179293841,5.44000620720908,2.314004511572421,16.5920708925114,6.213039376598317,99.88116963068023,86.78359228651971,62.15390081342775,42.26877721957862,5.229489202611148,62.38869768567383,95.25293195620179,.7243314062652644,2159.59777691029,.026626907,-.60598844,-.0010528557,.076076314,.14427046
41,06902,4106902,4106902005042,29908.00002765656,17.26307906792499,36.70096015557647,60.19715104484931,1.917213946580887,20.26642087148502,10.3839734219946,1.506545604206622,4.469614595291205,60.29951174859889,97.82013056101277,65.10306384880096,87.32091921265237,65.10306384880096,1.675343886017799,98.93168451380916,16.76248052972369,3.829312662128359,17.02466499409638,97.85935113322921,94.6743412874639,0,93.17418826394714,.3897111862897873,68.45787120983005,66.21925054350868,96.31046946160495,16.73265557037666,35.2167597040534,4.695086437277496,2.23948338534683,26.18786169332452,11.74843561893795,95.69350218516774,64.34075536089949,61.99290208751336,48.05057914345525,4.483722965233028,45.27342671062797,96.1300605267752,.6769335186108947,3020.585238449275,.059022985,-.58163589,.0020580939,.084904589,.16068432
41,06902,4106902,4106902005043,29179.00009775162,35.96247940440662,18.07114898692816,65.12800310156308,1.528352778404951,9.713719773571938,4.53355023637414,.6899869069457054,4.548682106542401,51.1763587302994,97.31913029099815,52.81101185828447,91.376545507228,52.81101185828447,0,98.92034329823218,19.14528710331069,1.910320128081366,21.26912361127324,97.32146235764958,100.0000026077032,0,98.53114616707899,5.789265921339393,72.77128443238325,70.31435218523256,98.08968041324988,14.56277754623443,44.0052128280513,3.519862372195348,2.561620523920283,18.89487664739136,6.619417518959381,97.48370324377902,73.5066004563123,57.22174263064517,41.43201021361165,4.818429029546678,48.81311214994639,93.68933031219058,.706258393736789,2158.138018138707,.0017566339,-.55311424,-.00041544187,.066330135,.12743185
41,06902,4106902,4106902005044,46197.99995517731,14.68377055134624,34.88810964627191,84.62318094098009,0,5.561955913435668,5.959260341478512,.7444138755090535,2.658874526969157,57.51640967209823,96.7198642261792,78.9002699078992,90.49358307383955,81.06299695791677,.7744644768536091,99.83735424466431,25.81565895234235,5.010435137955938,18.33805501810275,98.90968534164131,96.91476826556027,.1433577941497788,97.75799327762797,1.192239066585898,83.1116883258801,80.19660111167468,95.10534391156398,13.31790947588161,38.0970906058792,5.396322632441297,2.950912635424174,13.00773813272826,3.776098802336492,99.73714994266629,98.34070495562628,50.20193097734591,48.58499949914403,4.386499302927405,81.30431661847979,96.92217665724456,.6109281083845417,2725.491746544838,.0094230128,-.45191497,.000091648952,.086136125,.1398861
41,06902,4106902,4106902005045,30361.00006055832,23.95245394000085,35.86027549463324,82.46751743135974,0,5.899805965600535,3.191700461320579,.9584224782884121,3.535334570915438,55.67038317094557,93.717425383511,75.46668695285916,91.08058965648524,77.62842264492065,0,100.0000001920853,23.16490853845607,3.404980988125317,20.8516169579525,97.84389511332847,100.0000021886081,0,98.50630652508698,2.092510589864105,77.68900325754657,75.16411019023508,96.59501906498917,16.96738559985533,38.02423072047532,6.577838159864768,3.878175612771884,14.04681782587431,6.242191683850251,100.0000001920853,99.36641193926334,51.910149800824,45.00838387175463,6.305386300664395,80.89967094711028,96.77546381135471,.6594088860583724,2407.636366248131,.045175653,-.48505169,.0069044805,.078861266,.15290315
41,06902,4106902,4106902005046,38966.00008010864,23.04101711197291,30.59480702504516,82.85064405354206,0,4.304773401236162,5.814859230304137,0,3.02092025813181,60.82118426566012,94.96510704047978,75.11151046492159,93.11870290257502,76.61324483342469,0,99.61693132354412,24.16039708914468,3.748562998953275,23.05250073113712,99.27905439690221,100.0000009313226,0,94.64613041782286,.9758040425367653,81.15995403204579,79.33987086580601,96.25143716257298,15.28110181679949,34.47751535568386,6.227729158126749,2.480328960518818,11.95379736018367,4.170157527551055,99.48315465881024,97.08924152364489,48.44681629911065,50.24138299340848,4.701300544547848,75.72989202162717,97.4097794474801,.632606899831444,2541.166887819767,.0068194829,-.44698253,.00061973906,.086061724,.1365447
41,06902,4106902,4106902005047,50401.00010323524,13.65656340494752,39.36890551703982,77.23869593028212,0,7.332036941079423,6.078792043263093,.8123799227178097,2.84270649208338,59.97719337465242,96.51494747377001,76.36823657667264,92.00739409425296,78.60755086876452,3.628271073102951,99.87486273312243,21.16846671851818,7.344117021420971,18.67934370820876,98.85540743853198,93.9156994689256,.0391751265851781,93.61489821021678,.4534439474809915,82.47455272939987,80.94423282309435,92.83625700409175,13.49834360298701,35.64268807094777,6.231727989506908,2.145438115985598,12.37785052653635,3.665847922093235,98.66471962450305,95.33370534336427,52.18972609800403,50.85896685486659,4.380117083201185,68.5531033683219,97.93939366500126,.5930422066303436,2991.627102103084,.022473009,-.44845608,-.0024770994,.1265687,.17014362
41,06902,4106902,4106902005048,33209.99996042252,15.19234158913605,46.90841712290421,83.12076348811388,0,6.429343996569514,4.785732610616833,.6812956416979432,3.983302292181179,50.78944054548629,96.25777758483309,62.58094604127109,88.44177221180871,64.6031983429566,0,99.60390161722898,20.1240700786002,1.772140525281429,19.56758457818069,97.42490577045828,99.9999949708581,.0656842137686908,99.72222204087302,.8277084794826806,75.26043186662719,74.16934752836823,98.22785930155078,14.82656440930441,42.77790285996161,3.833780315471813,1.853260028292425,14.57878884539241,7.927548428415321,99.99999977881089,96.73291278304532,58.32392821466783,42.39553250954486,6.432656373362988,80.30778085812926,96.58510203007609,.6969680369948037,2557.14521959424,.013250624,-.5655179,-.0014163248,.025158346,.10803442
41,06902,4106902,4106902005049,34901.00011014938,6.462837697472423,52.55924732191488,85.85519002226647,0,10.19786952529103,6.382104149088264,.3331795567646623,1.371009668218903,58.14171457896009,97.21093168627704,79.79741953313351,90.8856636233395,81.84958526398987,0,99.53413930197712,32.39591760066105,5.563552767853253,13.88813465600833,98.61183486355003,95.97533028572798,.0768854864872992,95.50011354440358,.4977865610271692,82.5430391705595,81.41979626379907,94.66036198427901,12.02346742502414,39.19243894924875,4.729944583959877,2.190409385366365,10.78947659989353,3.992593212751672,99.84000847616699,98.28838333778549,47.03785814199364,48.78409392549656,2.665846771560609,80.0106897513615,97.78327579551842,.5817185553896707,2929.32007839065,.019223103,-.41474307,-.00087109581,.094976909,.14919905
